Date,Price,Returns
2016-03-18,150500.0,0.027303754266211566
2016-03-21,154500.0,0.02657807308970095
2016-03-22,159000.0,0.029126213592232997
2016-03-23,158000.0,-0.0062893081761006275
2016-03-24,155500.0,-0.015822784810126556
2016-03-25,153000.0,-0.01607717041800638
2016-03-28,154000.0,0.006535947712418277
2016-03-29,155000.0,0.006493506493506551
2016-03-30,155500.0,0.003225806451612856
2016-03-31,152500.0,-0.019292604501607746
2016-04-01,149500.0,-0.01967213114754096
2016-04-04,144000.0,-0.03678929765886285
2016-04-05,144500.0,0.003472222222222321
2016-04-06,144000.0,-0.0034602076124568004
2016-04-07,146500.0,0.01736111111111116
2016-04-08,146000.0,-0.0034129692832765013
2016-04-11,146000.0,0.0
2016-04-12,148500.0,0.017123287671232834
2016-04-14,152000.0,0.023569023569023573
2016-04-15,151500.0,-0.003289473684210509
2016-04-18,154000.0,0.01650165016501659
2016-04-19,153000.0,-0.00649350649350644
2016-04-20,151500.0,-0.009803921568627416
2016-04-21,154000.0,0.01650165016501659
2016-04-22,151000.0,-0.01948051948051943
2016-04-25,149500.0,-0.009933774834437137
2016-04-26,153500.0,0.026755852842809347
2016-04-27,149000.0,-0.02931596091205213
2016-04-28,148000.0,-0.006711409395973145
2016-04-29,143500.0,-0.030405405405405372
2016-05-02,142500.0,-0.006968641114982632
2016-05-03,142500.0,0.0
2016-05-04,139000.0,-0.024561403508771895
2016-05-09,135500.0,-0.025179856115107868
2016-05-10,139500.0,0.029520295202952074
2016-05-11,139000.0,-0.0035842293906810374
2016-05-12,136500.0,-0.017985611510791366
2016-05-13,135000.0,-0.01098901098901095
2016-05-16,135500.0,0.0037037037037037646
2016-05-17,134500.0,-0.0073800738007380184
2016-05-18,133000.0,-0.01115241635687736
2016-05-19,134500.0,0.011278195488721776
2016-05-20,132000.0,-0.018587360594795488
2016-05-23,133000.0,0.007575757575757569
2016-05-24,133500.0,0.003759398496240518
2016-05-25,135000.0,0.011235955056179803
2016-05-26,135000.0,0.0
2016-05-27,136000.0,0.007407407407407307
2016-05-30,136500.0,0.003676470588235281
2016-05-31,139500.0,0.0219780219780219
2016-06-01,138000.0,-0.010752688172043001
2016-06-02,138000.0,0.0
2016-06-03,138500.0,0.0036231884057971175
2016-06-07,139500.0,0.0072202166064982976
2016-06-08,139500.0,0.0
2016-06-09,139000.0,-0.0035842293906810374
2016-06-10,139000.0,0.0
2016-06-13,135500.0,-0.025179856115107868
2016-06-14,138500.0,0.022140221402213944
2016-06-15,135500.0,-0.02166064981949456
2016-06-16,134500.0,-0.0073800738007380184
2016-06-17,134500.0,0.0
2016-06-20,136500.0,0.014869888475836479
2016-06-21,138000.0,0.01098901098901095
2016-06-22,140000.0,0.01449275362318847
2016-06-23,141000.0,0.0071428571428571175
2016-06-24,139500.0,-0.010638297872340385
2016-06-27,141500.0,0.014336917562723928
2016-06-28,139000.0,-0.017667844522968212
2016-06-29,139000.0,0.0
2016-06-30,135500.0,-0.025179856115107868
2016-07-01,137000.0,0.011070110701107083
2016-07-04,137000.0,0.0
2016-07-05,135000.0,-0.014598540145985384
2016-07-06,130000.0,-0.03703703703703709
2016-07-07,131000.0,0.007692307692307665
2016-07-08,130500.0,-0.003816793893129722
2016-07-11,131000.0,0.003831417624521105
2016-07-12,132000.0,0.007633587786259444
2016-07-13,135500.0,0.026515151515151603
2016-07-14,131500.0,-0.029520295202952074
2016-07-15,133000.0,0.011406844106463865
2016-07-18,132000.0,-0.007518796992481258
2016-07-19,130000.0,-0.015151515151515138
2016-07-20,129500.0,-0.0038461538461538325
2016-07-21,130000.0,0.0038610038610038533
2016-07-22,129000.0,-0.007692307692307665
2016-07-25,135500.0,0.050387596899224896
2016-07-26,136000.0,0.0036900369003689537
2016-07-27,137000.0,0.007352941176470562
2016-07-28,136000.0,-0.007299270072992692
2016-07-29,132000.0,-0.02941176470588236
2016-08-01,135500.0,0.026515151515151603
2016-08-02,134000.0,-0.011070110701106972
2016-08-03,132000.0,-0.014925373134328401
2016-08-04,130500.0,-0.011363636363636354
2016-08-05,133000.0,0.019157088122605304
2016-08-08,133000.0,0.0
2016-08-09,136500.0,0.026315789473684292
2016-08-10,134000.0,-0.01831501831501836
2016-08-11,134500.0,0.003731343283582156
2016-08-12,136000.0,0.011152416356877248
2016-08-16,133000.0,-0.022058823529411797
